时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-6-5 18:14:31:531	WTSDCL(FE:D5:86:66:1D:7C)	-0.260	-0.950	0.080	0.488	2.686	0.732	-86.08	16.58	16.21	110.575	16.925	1.450	-0.70178	0.68365	-0.00830	-0.19977	7.1	10092.1.12	100
2025-6-5 18:14:31:572	WT901BLE67(C1:AA:08:9C:D1:14)	-0.506	0.854	-0.055	0.610	-0.183	0.000	95.11	31.38	3.53	35.000	-20.500	-98.517	0.65884	0.70621	0.19589	-0.16940	-3.2	10080.1.21	100
2025-6-5 18:14:31:651	WTSDCL(FE:D5:86:66:1D:7C)	-0.262	-0.961	0.071	-0.610	4.089	-2.930	-86.11	16.47	15.84	110.067	17.217	1.567	-0.70178	0.68365	-0.00830	-0.19977	7.1	10092.1.12	100
2025-6-5 18:14:31:668	WT901BLE67(E9:8A:1A:DD:D5:28)	0.517	0.822	-0.032	0.671	0.000	0.732	92.38	-29.94	-133.98	-76.625	24.250	88.692	0.43280	0.10675	-0.70966	-0.54547	-2.5	10080.1.21	100
2025-6-5 18:14:31:687	WT901BLE67(C1:AA:08:9C:D1:14)	-0.509	0.849	-0.071	-0.427	-0.427	-0.061	95.12	31.40	3.54	35.000	-20.500	-98.517	0.65884	0.70621	0.19589	-0.16940	-3.2	10080.1.21	100
2025-6-5 18:14:31:734	WT901BLE67(E9:8A:1A:DD:D5:28)	0.482	0.871	-0.045	0.488	-0.122	0.488	92.41	-29.94	-134.08	-76.625	24.250	88.692	0.43280	0.10675	-0.70966	-0.54547	-2.5	10080.1.21	100
2025-6-5 18:14:31:740	WTSDCL(FE:D5:86:66:1D:7C)	-0.253	-0.981	0.064	-0.305	3.601	-9.155	-86.26	15.99	15.34	110.067	17.217	1.567	-0.70178	0.68365	-0.00830	-0.19977	7.1	10092.1.12	100
2025-6-5 18:14:31:750	WT901BLE67(C1:AA:08:9C:D1:14)	-0.489	0.860	-0.045	0.366	-0.244	0.305	95.10	31.42	3.54	35.000	-20.500	-98.517	0.65891	0.70605	0.19614	-0.16956	-3.2	10080.1.21	100
2025-6-5 18:14:31:831	WTSDCL(FE:D5:86:66:1D:7C)	-0.246	-0.958	0.071	-0.183	2.563	-0.977	-86.30	15.45	14.97	110.067	17.217	1.567	-0.70493	0.68472	-0.00897	-0.18454	7.1	10092.1.12	100
2025-6-5 18:14:31:870	WT901BLE67(C1:AA:08:9C:D1:14)	-0.495	0.873	-0.059	0.305	-0.183	0.366	95.12	31.41	3.54	35.000	-20.500	-98.517	0.65891	0.70605	0.19614	-0.16956	-3.2	10080.1.21	100
2025-6-5 18:14:31:885	WT901BLE67(E9:8A:1A:DD:D5:28)	0.492	0.864	-0.026	0.732	-0.061	-0.244	92.44	-29.95	-134.19	-68.500	21.250	90.908	0.43280	0.10675	-0.70966	-0.54547	-2.5	10080.1.21	100
2025-6-5 18:14:31:907	WT901BLE67(E9:8A:1A:DD:D5:28)	0.509	0.861	-0.032	0.000	0.000	-0.061	92.46	-29.93	-134.28	-68.500	21.250	90.908	0.43280	0.10675	-0.70966	-0.54547	-2.5	10080.1.21	100
2025-6-5 18:14:31:950	WTSDCL(FE:D5:86:66:1D:7C)	-0.246	-0.941	0.069	-0.366	1.404	0.122	-86.30	15.42	14.81	110.067	17.217	1.567	-0.70493	0.68472	-0.00897	-0.18454	7.1	10092.1.12	100
2025-6-5 18:14:31:959	WT901BLE67(C1:AA:08:9C:D1:14)	-0.512	0.838	-0.055	0.549	0.000	0.244	95.15	31.42	3.55	35.000	-20.500	-98.517	0.65891	0.70605	0.19614	-0.16956	-3.2	10080.1.21	100
2025-6-5 18:14:32:31	WT901BLE67(E9:8A:1A:DD:D5:28)	0.513	0.862	-0.039	0.061	0.305	-0.549	92.47	-29.92	-134.37	-68.500	21.250	90.908	0.43082	0.10480	-0.71039	-0.54648	-2.5	10080.1.21	100
2025-6-5 18:14:32:41	WTSDCL(FE:D5:86:66:1D:7C)	-0.255	-0.983	0.081	0.305	1.465	0.549	-86.32	15.35	14.69	109.758	18.650	1.392	-0.70493	0.68472	-0.00897	-0.18454	7.1	10092.1.12	100
2025-6-5 18:14:32:81	WT901BLE67(C1:AA:08:9C:D1:14)	-0.524	0.858	-0.061	0.427	-0.122	0.366	95.17	31.42	3.56	27.125	-25.250	-105.342	0.65891	0.70605	0.19614	-0.16956	-3.2	10080.1.21	100
2025-6-5 18:14:32:121	WT901BLE67(E9:8A:1A:DD:D5:28)	0.486	0.862	-0.044	0.305	0.061	-0.244	92.49	-29.89	-134.40	-68.500	21.250	90.908	0.43082	0.10480	-0.71039	-0.54648	-2.5	10080.1.21	100
2025-6-5 18:14:32:131	WTSDCL(FE:D5:86:66:1D:7C)	-0.249	-0.988	0.065	-0.122	0.366	-1.404	-86.34	15.28	14.58	109.758	18.650	1.392	-0.70493	0.68472	-0.00897	-0.18454	7.1	10092.1.12	100
2025-6-5 18:14:32:169	WT901BLE67(C1:AA:08:9C:D1:14)	-0.491	0.845	-0.063	0.793	-0.061	-0.061	94.61	31.40	3.32	27.125	-25.250	-105.342	0.66183	0.70334	0.19589	-0.16965	-3.2	10080.1.21	100
2025-6-5 18:14:32:241	WT901BLE67(E9:8A:1A:DD:D5:28)	0.512	0.856	-0.032	1.038	-0.244	-0.671	92.45	-29.89	-134.39	-69.500	14.500	89.633	0.43082	0.10480	-0.71039	-0.54648	-2.5	10080.1.21	100
2025-6-5 18:14:32:249	WTSDCL(FE:D5:86:66:1D:7C)	-0.247	-0.969	0.071	-0.061	0.427	0.305	-86.31	15.27	14.53	109.758	18.650	1.392	-0.70587	0.68454	-0.01056	-0.18143	7.1	10092.1.12	100
2025-6-5 18:14:32:293	WT901BLE67(C1:AA:08:9C:D1:14)	-0.470	0.827	-0.042	0.305	-0.305	-0.122	94.59	31.42	3.38	27.125	-25.250	-105.342	0.66183	0.70334	0.19589	-0.16965	-3.2	10080.1.21	100
2025-6-5 18:14:32:332	WT901BLE67(E9:8A:1A:DD:D5:28)	0.493	0.840	-0.033	0.549	0.000	-0.488	92.43	-29.88	-134.40	-69.500	14.500	89.633	0.43082	0.10480	-0.71039	-0.54648	-2.5	10080.1.21	100
2025-6-5 18:14:32:343	WTSDCL(FE:D5:86:66:1D:7C)	-0.251	-0.943	0.080	0.061	0.122	1.587	-86.24	15.33	14.46	109.758	18.650	1.392	-0.70587	0.68454	-0.01056	-0.18143	7.1	10092.1.12	100
2025-6-5 18:14:32:350	WT901BLE67(C1:AA:08:9C:D1:14)	-0.526	0.858	-0.057	0.000	-0.061	-0.427	94.56	31.40	3.43	24.500	-36.125	-97.375	0.66183	0.70334	0.19589	-0.16965	-3.2	10080.1.21	100
2025-6-5 18:14:32:432	WTSDCL(FE:D5:86:66:1D:7C)	-0.243	-0.977	0.080	-0.305	-0.122	-1.648	-86.19	15.28	14.45	109.058	19.350	0.567	-0.70587	0.68454	-0.01056	-0.18143	7.1	10092.1.12	100
2025-6-5 18:14:32:451	WT901BLE67(E9:8A:1A:DD:D5:28)	0.496	0.851	-0.038	0.244	0.000	0.610	92.41	-29.86	-134.39	-69.500	14.500	89.633	0.43069	0.10474	-0.71005	-0.54706	-2.5	10080.1.21	100
2025-6-5 18:14:32:469	WT901BLE67(C1:AA:08:9C:D1:14)	-0.507	0.858	-0.065	0.061	-0.183	0.366	94.54	31.40	3.48	24.500	-36.125	-97.375	0.66183	0.70334	0.19589	-0.16965	-3.2	10080.1.21	100
2025-6-5 18:14:32:512	WT901BLE67(E9:8A:1A:DD:D5:28)	0.520	0.838	-0.051	0.122	0.061	0.305	92.41	-29.86	-134.39	-69.500	14.500	89.633	0.43069	0.10474	-0.71005	-0.54706	-2.5	10080.1.21	100
2025-6-5 18:14:32:551	WTSDCL(FE:D5:86:66:1D:7C)	-0.241	-0.961	0.068	0.000	1.038	-2.808	-86.17	15.07	14.42	109.058	19.350	0.567	-0.70587	0.68454	-0.01056	-0.18143	7.1	10092.1.12	100
2025-6-5 18:14:32:560	WT901BLE67(C1:AA:08:9C:D1:14)	-0.479	0.858	-0.062	0.549	-0.122	-0.122	94.52	31.40	3.53	24.500	-36.125	-97.375	0.66183	0.70334	0.19589	-0.16965	-3.2	10080.1.21	100
2025-6-5 18:14:32:632	WT901BLE67(E9:8A:1A:DD:D5:28)	0.498	0.832	-0.039	0.244	-0.061	0.183	92.39	-29.88	-134.38	-66.750	8.750	85.025	0.43069	0.10474	-0.71005	-0.54706	-2.5	10080.1.21	100
2025-6-5 18:14:32:645	WTSDCL(FE:D5:86:66:1D:7C)	-0.239	-0.961	0.070	0.732	1.221	0.122	-86.13	14.92	14.26	109.058	19.350	0.567	-0.70807	0.68335	-0.01044	-0.17731	7.1	10092.1.12	100
2025-6-5 18:14:32:680	WT901BLE67(C1:AA:08:9C:D1:14)	-0.506	0.849	-0.055	0.183	-0.183	0.061	94.49	31.40	3.58	24.500	-36.125	-97.375	0.66287	0.70233	0.19733	-0.16815	-3.2	10080.1.21	100
2025-6-5 18:14:32:724	WT901BLE67(E9:8A:1A:DD:D5:28)	0.533	0.860	-0.037	0.366	0.000	0.305	92.37	-29.89	-134.36	-66.750	8.750	85.025	0.43069	0.10474	-0.71005	-0.54706	-2.5	10080.1.21	100
2025-6-5 18:14:32:732	WTSDCL(FE:D5:86:66:1D:7C)	-0.242	-0.955	0.078	0.916	1.709	1.587	-86.07	14.89	14.09	109.058	19.350	0.567	-0.70807	0.68335	-0.01044	-0.17731	7.1	10092.1.12	100
2025-6-5 18:14:32:770	WT901BLE67(C1:AA:08:9C:D1:14)	-0.531	0.884	-0.056	-0.366	0.000	0.305	94.47	31.40	3.62	26.500	-43.250	-101.458	0.66287	0.70233	0.19733	-0.16815	-3.2	10080.1.21	100
2025-6-5 18:14:32:841	WT901BLE67(E9:8A:1A:DD:D5:28)	0.480	0.859	-0.038	0.000	0.183	-0.244	92.33	-29.91	-134.36	-66.750	8.750	85.025	0.43103	0.10449	-0.70972	-0.54724	-2.5	10080.1.21	100
2025-6-5 18:14:32:850	WTSDCL(FE:D5:86:66:1D:7C)	-0.245	-0.970	0.073	0.427	1.221	0.244	-85.97	14.99	14.01	108.517	20.267	-0.100	-0.70807	0.68335	-0.01044	-0.17731	7.1	10092.1.12	100
2025-6-5 18:14:32:892	WT901BLE67(C1:AA:08:9C:D1:14)	-0.496	0.879	-0.069	0.183	-0.244	0.183	94.44	31.40	3.66	26.500	-43.250	-101.458	0.66287	0.70233	0.19733	-0.16815	-3.2	10080.1.21	100
2025-6-5 18:14:32:932	WT901BLE67(E9:8A:1A:DD:D5:28)	0.527	0.857	-0.034	0.244	0.000	0.122	92.32	-29.90	-134.35	-66.750	8.750	85.025	0.43103	0.10449	-0.70972	-0.54724	-2.5	10080.1.21	100
2025-6-5 18:14:32:942	WTSDCL(FE:D5:86:66:1D:7C)	-0.233	-0.980	0.074	0.061	0.793	-0.488	-85.95	14.94	13.94	108.517	20.267	-0.100	-0.70807	0.68335	-0.01044	-0.17731	7.1	10092.1.12	100
2025-6-5 18:14:32:980	WT901BLE67(C1:AA:08:9C:D1:14)	-0.499	0.848	-0.047	0.427	-0.061	-0.122	94.42	31.40	3.70	26.500	-43.250	-101.458	0.66357	0.70160	0.19839	-0.16714	-3.2	10080.1.21	100
2025-6-5 18:14:33:32	WTSDCL(FE:D5:86:66:1D:7C)	-0.234	-0.981	0.081	0.305	1.099	1.404	-85.92	14.94	13.82	108.517	20.267	-0.100	-0.70984	0.68216	-0.01331	-0.17465	7.1	10092.1.12	100
2025-6-5 18:14:33:53	WT901BLE67(E9:8A:1A:DD:D5:28)	0.498	0.873	-0.049	0.061	0.000	-0.061	92.29	-29.92	-134.36	-68.375	-0.500	83.325	0.43103	0.10449	-0.70972	-0.54724	-2.5	10080.1.21	100
2025-6-5 18:14:33:103	WT901BLE67(C1:AA:08:9C:D1:14)	-0.509	0.857	-0.054	0.916	-0.183	0.183	94.40	31.41	3.75	26.500	-43.250	-101.458	0.66357	0.70160	0.19839	-0.16714	-3.2	10080.1.21	100
2025-6-5 18:14:33:141	WT901BLE67(E9:8A:1A:DD:D5:28)	0.493	0.883	-0.039	-0.061	0.183	-0.610	92.24	-29.93	-134.35	-68.375	-0.500	83.325	0.43103	0.10449	-0.70972	-0.54724	-2.5	10080.1.21	100
2025-6-5 18:14:33:149	WTSDCL(FE:D5:86:66:1D:7C)	-0.230	-0.962	0.072	0.122	1.526	-0.183	-85.91	14.82	13.65	108.517	20.267	-0.100	-0.70984	0.68216	-0.01331	-0.17465	7.1	10092.1.12	100
2025-6-5 18:14:33:162	WT901BLE67(C1:AA:08:9C:D1:14)	-0.484	0.863	-0.057	0.427	0.061	0.000	94.38	31.40	3.78	25.250	-49.000	-96.583	0.66357	0.70160	0.19839	-0.16714	-3.2	10080.1.21	100
2025-6-5 18:14:33:241	WTSDCL(FE:D5:86:66:1D:7C)	-0.233	-0.976	0.072	0.061	1.770	-0.061	-85.91	14.77	13.48	108.458	21.083	0.175	-0.70984	0.68216	-0.01331	-0.17465	7.1	10092.1.12	100
2025-6-5 18:14:33:259	WT901BLE67(E9:8A:1A:DD:D5:28)	0.497	0.859	-0.040	0.000	-0.122	0.854	92.20	-29.90	-134.33	-68.375	-0.500	83.325	0.43134	0.10413	-0.70898	-0.54803	-2.5	10080.1.21	100
2025-6-5 18:14:33:280	WT901BLE67(C1:AA:08:9C:D1:14)	-0.462	0.866	-0.054	0.000	0.000	-0.977	94.36	31.40	3.82	25.250	-49.000	-96.583	0.66357	0.70160	0.19839	-0.16714	-3.2	10080.1.21	100
2025-6-5 18:14:33:319	WT901BLE67(E9:8A:1A:DD:D5:28)	0.505	0.847	-0.042	0.610	0.122	0.244	92.20	-29.92	-134.31	-68.375	-0.500	83.325	0.43134	0.10413	-0.70898	-0.54803	-2.5	10080.1.21	100
2025-6-5 18:14:33:327	WTSDCL(FE:D5:86:66:1D:7C)	-0.240	-0.971	0.081	0.610	1.709	1.099	-85.87	14.84	13.30	108.458	21.083	0.175	-0.70984	0.68216	-0.01331	-0.17465	7.1	10092.1.12	100
2025-6-5 18:14:33:371	WT901BLE67(C1:AA:08:9C:D1:14)	-0.482	0.877	-0.058	-0.061	0.000	-0.549	94.34	31.41	3.86	25.250	-49.000	-96.583	0.66357	0.70160	0.19839	-0.16714	-3.2	10080.1.21	100
2025-6-5 18:14:33:442	WT901BLE67(E9:8A:1A:DD:D5:28)	0.503	0.846	-0.030	0.366	0.000	0.000	92.16	-29.94	-134.30	-69.375	-9.250	86.367	0.43134	0.10413	-0.70898	-0.54803	-2.5	10080.1.21	100
2025-6-5 18:14:33:449	WTSDCL(FE:D5:86:66:1D:7C)	-0.242	-0.985	0.084	0.061	1.404	-0.366	-85.85	14.79	13.13	108.458	21.083	0.175	-0.71140	0.68173	-0.01633	-0.16965	7.1	10092.1.12	100
2025-6-5 18:14:33:491	WT901BLE67(C1:AA:08:9C:D1:14)	-0.459	0.862	-0.050	0.183	-0.183	-0.427	94.32	31.42	3.90	25.250	-49.000	-96.583	0.66434	0.70081	0.19965	-0.16602	-3.2	10080.1.21	100
2025-6-5 18:14:33:528	WT901BLE67(E9:8A:1A:DD:D5:28)	0.462	0.856	-0.035	0.977	-0.244	0.244	92.16	-29.95	-134.29	-69.375	-9.250	86.367	0.43134	0.10413	-0.70898	-0.54803	-2.5	10080.1.21	100
2025-6-5 18:14:33:541	WTSDCL(FE:D5:86:66:1D:7C)	-0.242	-0.974	0.079	0.610	2.075	2.625	-85.84	14.73	12.98	108.458	21.083	0.175	-0.71140	0.68173	-0.01633	-0.16965	7.1	10092.1.12	100
2025-6-5 18:14:33:580	WT901BLE67(C1:AA:08:9C:D1:14)	-0.482	0.883	-0.055	0.610	-0.122	-0.854	94.31	31.42	3.93	25.250	-49.000	-96.583	0.66434	0.70081	0.19965	-0.16602	-3.2	10080.1.21	100
2025-6-5 18:14:33:631	WTSDCL(FE:D5:86:66:1D:7C)	-0.242	-0.963	0.076	0.854	0.854	3.174	-85.78	14.90	12.85	109.000	21.167	-0.192	-0.71140	0.68173	-0.01633	-0.16965	7.1	10092.1.12	100
2025-6-5 18:14:33:649	WT901BLE67(E9:8A:1A:DD:D5:28)	0.480	0.863	-0.030	0.305	-0.244	1.221	92.16	-29.96	-134.28	-69.375	-9.250	86.367	0.43192	0.10391	-0.70889	-0.54773	-2.5	10080.1.21	100
2025-6-5 18:14:33:703	WT901BLE67(C1:AA:08:9C:D1:14)	-0.506	0.865	-0.056	0.427	-0.061	0.000	94.29	31.42	3.97	29.375	-54.375	-100.317	0.66434	0.70081	0.19965	-0.16602	-3.2	10080.1.21	100
2025-6-5 18:14:33:740	WT901BLE67(E9:8A:1A:DD:D5:28)	0.520	0.859	-0.031	0.061	0.061	0.366	92.17	-29.99	-134.27	-69.375	-9.250	86.367	0.43192	0.10391	-0.70889	-0.54773	-2.5	10080.1.21	100
2025-6-5 18:14:33:750	WTSDCL(FE:D5:86:66:1D:7C)	-0.249	-0.960	0.089	1.526	0.488	4.883	-85.68	15.21	12.79	109.000	21.167	-0.192	-0.71140	0.68173	-0.01633	-0.16965	7.1	10092.1.12	100
2025-6-5 18:14:33:762	WT901BLE67(C1:AA:08:9C:D1:14)	-0.527	0.867	-0.060	0.183	0.000	0.183	94.27	31.40	4.00	29.375	-54.375	-100.317	0.66489	0.70026	0.20038	-0.16516	-3.2	10080.1.21	100
2025-6-5 18:14:33:843	WTSDCL(FE:D5:86:66:1D:7C)	-0.252	-0.965	0.083	0.305	1.038	0.916	-85.56	15.51	12.76	109.000	21.167	-0.192	-0.71277	0.67957	-0.02405	-0.17172	7.1	10092.1.12	100
2025-6-5 18:14:33:859	WT901BLE67(E9:8A:1A:DD:D5:28)	0.476	0.899	-0.042	0.488	-0.061	-0.305	92.44	-29.97	-134.41	-76.750	-15.500	86.675	0.43192	0.10391	-0.70889	-0.54773	-2.5	10080.1.21	100
2025-6-5 18:14:33:883	WT901BLE67(C1:AA:08:9C:D1:14)	-0.487	0.902	-0.065	0.183	-0.061	-0.427	94.26	31.41	4.04	29.375	-54.375	-100.317	0.66489	0.70026	0.20038	-0.16516	-3.2	10080.1.21	100
2025-6-5 18:14:33:923	WT901BLE67(E9:8A:1A:DD:D5:28)	0.526	0.894	-0.042	0.916	-0.122	0.854	92.47	-29.97	-134.61	-76.750	-15.500	86.675	0.43192	0.10391	-0.70889	-0.54773	-2.5	10080.1.21	100
2025-6-5 18:14:33:929	WTSDCL(FE:D5:86:66:1D:7C)	-0.255	-0.965	0.081	-0.183	0.854	-0.854	-85.51	15.50	12.66	109.000	21.167	-0.192	-0.71277	0.67957	-0.02405	-0.17172	7.1	10092.1.12	100
2025-6-5 18:14:33:972	WT901BLE67(C1:AA:08:9C:D1:14)	-0.476	0.860	-0.046	-0.244	-0.549	-0.061	94.25	31.42	4.07	29.375	-54.375	-100.317	0.66489	0.70026	0.20038	-0.16516	-3.2	10080.1.21	100
2025-6-5 18:14:34:39	WT901BLE67(E9:8A:1A:DD:D5:28)	0.483	0.867	-0.040	0.366	0.000	0.000	92.50	-29.95	-134.80	-76.750	-15.500	86.675	0.42865	0.10172	-0.71100	-0.54797	-2.5	10080.1.21	100
2025-6-5 18:14:34:51	WTSDCL(FE:D5:86:66:1D:7C)	-0.253	-0.972	0.087	-0.244	1.404	-1.099	-85.50	15.39	12.47	109.533	20.800	-0.767	-0.71277	0.67957	-0.02405	-0.17172	7.1	10092.1.12	100
2025-6-5 18:14:34:90	WT901BLE67(C1:AA:08:9C:D1:14)	-0.490	0.839	-0.040	0.488	-0.122	-0.305	94.24	31.42	4.10	38.500	-58.625	-102.442	0.66489	0.70026	0.20038	-0.16516	-3.2	10080.1.21	100
2025-6-5 18:14:34:128	WT901BLE67(E9:8A:1A:DD:D5:28)	0.493	0.896	-0.033	-0.061	-0.122	0.061	92.52	-29.95	-134.98	-76.750	-15.500	86.675	0.42865	0.10172	-0.71100	-0.54797	-2.5	10080.1.21	100
2025-6-5 18:14:34:137	WTSDCL(FE:D5:86:66:1D:7C)	-0.250	-0.962	0.087	0.366	2.930	0.977	-85.56	15.23	12.20	109.533	20.800	-0.767	-0.71277	0.67957	-0.02405	-0.17172	7.1	10092.1.12	100
2025-6-5 18:14:34:183	WT901BLE67(C1:AA:08:9C:D1:14)	-0.483	0.829	-0.042	0.793	0.000	0.061	94.21	31.42	4.13	38.500	-58.625	-102.442	0.66489	0.70026	0.20038	-0.16516	-3.2	10080.1.21	100
2025-6-5 18:14:34:229	WTSDCL(FE:D5:86:66:1D:7C)	-0.245	-0.976	0.085	0.732	2.563	1.770	-85.55	15.32	11.96	109.533	20.800	-0.767	-0.71414	0.67953	-0.02759	-0.16550	7.1	10092.1.12	100
2025-6-5 18:14:34:249	WT901BLE67(E9:8A:1A:DD:D5:28)	0.501	0.883	-0.046	-0.183	0.000	0.305	92.54	-29.93	-135.15	-83.875	-14.125	88.242	0.42865	0.10172	-0.71100	-0.54797	-2.5	10080.1.21	100
2025-6-5 18:14:34:301	WT901BLE67(C1:AA:08:9C:D1:14)	-0.473	0.851	-0.054	0.671	-0.305	-0.366	94.20	31.42	4.16	38.500	-58.625	-102.442	0.66550	0.69962	0.20139	-0.16428	-3.2	10080.1.21	100
2025-6-5 18:14:34:339	WT901BLE67(E9:8A:1A:DD:D5:28)	0.486	0.839	-0.036	0.977	-0.183	0.488	92.57	-29.92	-135.32	-83.875	-14.125	88.242	0.42865	0.10172	-0.71100	-0.54797	-2.5	10080.1.21	100
2025-6-5 18:14:34:348	WTSDCL(FE:D5:86:66:1D:7C)	-0.242	-0.971	0.078	-0.549	1.892	-1.404	-85.58	15.23	11.77	109.533	20.800	-0.767	-0.71414	0.67953	-0.02759	-0.16550	7.1	10092.1.12	100
2025-6-5 18:14:34:389	WT901BLE67(C1:AA:08:9C:D1:14)	-0.501	0.833	-0.046	1.038	0.000	-0.122	94.18	31.43	4.19	47.000	-54.125	-96.108	0.66550	0.69962	0.20139	-0.16428	-3.2	10080.1.21	100
2025-6-5 18:14:34:442	WTSDCL(FE:D5:86:66:1D:7C)	-0.236	-0.967	0.082	-0.183	0.793	0.671	-85.64	15.08	11.64	109.358	21.000	-0.450	-0.71414	0.67953	-0.02759	-0.16550	7.1	10092.1.12	100
2025-6-5 18:14:34:461	WT901BLE67(E9:8A:1A:DD:D5:28)	0.491	0.856	-0.034	0.610	-0.183	0.000	92.59	-29.92	-135.49	-83.875	-14.125	88.242	0.42532	0.09814	-0.71194	-0.54999	-2.5	10080.1.21	100
2025-6-5 18:14:34:512	WT901BLE67(C1:AA:08:9C:D1:14)	-0.475	0.820	-0.049	0.427	-0.427	0.305	94.17	31.43	4.21	47.000	-54.125	-96.108	0.66550	0.69962	0.20139	-0.16428	-3.2	10080.1.21	100
2025-6-5 18:14:34:529	WTSDCL(FE:D5:86:66:1D:7C)	-0.241	-0.968	0.087	-0.122	0.488	0.793	-85.67	15.00	11.52	109.358	21.000	-0.450	-0.71414	0.67953	-0.02759	-0.16550	7.1	10092.1.12	100
2025-6-5 18:14:34:551	WT901BLE67(E9:8A:1A:DD:D5:28)	0.496	0.866	-0.035	-0.244	0.061	0.122	92.61	-29.92	-135.65	-83.875	-14.125	88.242	0.42532	0.09814	-0.71194	-0.54999	-2.5	10080.1.21	100
2025-6-5 18:14:34:570	WT901BLE67(C1:AA:08:9C:D1:14)	-0.513	0.885	-0.042	0.427	0.000	-0.122	94.16	31.43	4.24	47.000	-54.125	-96.108	0.66589	0.69913	0.20215	-0.16376	-3.2	10080.1.21	100
2025-6-5 18:14:34:654	WTSDCL(FE:D5:86:66:1D:7C)	-0.241	-0.979	0.084	1.343	1.587	4.883	-85.64	15.15	11.44	109.358	21.000	-0.450	-0.71454	0.67990	-0.02954	-0.16177	7.1	10092.1.12	100
2025-6-5 18:14:34:668	WT901BLE67(E9:8A:1A:DD:D5:28)	0.494	0.846	-0.034	0.366	0.000	0.366	92.63	-29.91	-135.80	-90.875	0.500	84.908	0.42532	0.09814	-0.71194	-0.54999	-2.5	10080.1.21	100
2025-6-5 18:14:34:690	WT901BLE67(C1:AA:08:9C:D1:14)	-0.483	0.829	-0.052	0.488	-0.183	0.427	94.14	31.44	4.27	47.000	-54.125	-96.108	0.66589	0.69913	0.20215	-0.16376	-3.2	10080.1.21	100
2025-6-5 18:14:34:730	WT901BLE67(E9:8A:1A:DD:D5:28)	0.498	0.826	-0.038	0.366	0.122	0.549	92.64	-29.92	-135.96	-90.875	0.500	84.908	0.42532	0.09814	-0.71194	-0.54999	-2.5	10080.1.21	100
2025-6-5 18:14:34:740	WTSDCL(FE:D5:86:66:1D:7C)	-0.245	-0.969	0.080	0.366	1.221	1.465	-85.57	15.34	11.32	109.358	21.000	-0.450	-0.71454	0.67990	-0.02954	-0.16177	7.1	10092.1.12	100
2025-6-5 18:14:34:783	WT901BLE67(C1:AA:08:9C:D1:14)	-0.491	0.868	-0.046	0.610	-0.122	-0.427	94.13	31.44	4.30	47.000	-54.125	-96.108	0.66589	0.69913	0.20215	-0.16376	-3.2	10080.1.21	100
2025-6-5 18:14:34:830	WTSDCL(FE:D5:86:66:1D:7C)	-0.245	-0.973	0.088	0.671	1.465	2.014	-85.52	15.49	11.18	109.467	20.267	-0.300	-0.71454	0.67990	-0.02954	-0.16177	7.1	10092.1.12	100
2025-6-5 18:14:34:851	WT901BLE67(E9:8A:1A:DD:D5:28)	0.482	0.877	-0.031	0.183	0.061	0.000	92.66	-29.91	-136.10	-90.875	0.500	84.908	0.42209	0.09457	-0.71283	-0.55197	-2.5	10080.1.21	100
2025-6-5 18:14:34:903	WT901BLE67(C1:AA:08:9C:D1:14)	-0.482	0.859	-0.060	0.244	-0.061	-0.061	94.12	31.43	4.32	46.000	-45.250	-96.642	0.66589	0.69913	0.20215	-0.16376	-3.2	10080.1.21	100
2025-6-5 18:14:34:950	WTSDCL(FE:D5:86:66:1D:7C)	-0.244	-0.963	0.090	0.488	1.831	0.122	-85.47	15.56	11.00	109.467	20.267	-0.300	-0.71454	0.67990	-0.02954	-0.16177	7.1	10092.1.12	100
2025-6-5 18:14:34:972	WT901BLE67(E9:8A:1A:DD:D5:28)	0.528	0.839	-0.028	0.000	0.061	0.488	92.68	-29.90	-136.24	-90.875	0.500	84.908	0.42209	0.09457	-0.71283	-0.55197	-2.5	10080.1.21	100
2025-6-5 18:14:34:990	WT901BLE67(C1:AA:08:9C:D1:14)	-0.572	0.871	-0.058	1.038	0.000	0.061	94.10	31.43	4.35	46.000	-45.250	-96.642	0.66589	0.69913	0.20215	-0.16376	-3.2	10080.1.21	100
2025-6-5 18:14:35:41	WTSDCL(FE:D5:86:66:1D:7C)	-0.248	-0.956	0.076	-0.244	2.197	-2.441	-85.47	15.39	10.81	109.467	20.267	-0.300	-0.71616	0.67883	-0.03452	-0.15808	7.1	10092.1.12	100
2025-6-5 18:14:35:62	WT901BLE67(E9:8A:1A:DD:D5:28)	0.516	0.867	-0.039	0.488	0.000	-0.366	92.69	-29.88	-136.38	-84.000	10.625	83.233	0.42209	0.09457	-0.71283	-0.55197	-2.5	10080.1.21	100
2025-6-5 18:14:35:109	WT901BLE67(C1:AA:08:9C:D1:14)	-0.487	0.825	-0.065	0.061	-0.427	0.488	94.09	31.42	4.37	46.000	-45.250	-96.642	0.66638	0.69867	0.20279	-0.16299	-3.2	10080.1.21	100
